study_id,effect_size_id,authors,title,year,journal,doi,C_country,C_site_id,C_site_type,C_site_admin,C_site_agg,C_site_latlong_type,C_site_latitude,C_site_longitude,C_site_buffer,C_site_key,T_country,T_site_id,T_site_type,T_site_admin,T_site_agg,T_site_latlong_type,T_site_latitude,T_site_longitude,T_site_buffer,T_site_key,exp_design,C_exp_plot_size,T_exp_plot_size,C_exp_field_size,T_exp_field_size,exp_duration,time_raw,time_year_start,time_year_end,time_season,C_subpractice_description_raw,T_subpractice_description_raw,C_system_type,T_system_type,C_crop_tree_diversity,C_crop_tree_variety,C_crop_tree_density,T_crop_tree_diversity,T_crop_tree_variety,T_crop_tree_density,C_animal_diversity,C_animal_breed,C_animal_density,T_animal_diversity,T_animal_breed,T_animal_density,C_tillage_subpractice_raw,C_tillage_subpractice,C_tillage_method,C_tillage_method_other,C_tillage_depth,C_tillage_frequency,T_tillage_subpractice_raw,T_tillage_subpractice,T_tillage_method,T_tillage_method_other,T_tillage_depth,T_tillage_frequency,C_planting_subpractice_raw,C_planting_subpractice,C_planting_method,C_planting_date_start,C_planting_date_end,T_planting_subpractice_raw,T_planting_subpractice,T_planting_method,T_planting_date_start,T_planting_date_end,C_varietal_crop_subpractice_raw,C_varietal_crop_variety,C_varietal_crop_subpractice,C_varietal_crop_type,C_varietal_crop_trait,T_varietal_crop_subpractice_raw,T_varietal_crop_variety,T_varietal_crop_subpractice,T_varietal_crop_type,T_varietal_crop_trait,C_varietal_animal_subpractice_raw,C_varietal_animal_breed,C_varietal_animal_subpractice,C_varietal_animal_type,C_varietal_animal_trait,T_varietal_animal_subpractice_raw,T_varietal_animal_breed,T_varietal_animal_subpractice,T_varietal_animal_type,T_varietal_animal_trait,C_intercrop_subpractice_raw,C_intercrop_subpractice,C_intercrop_design,C_intercrop_pattern,C_intercrop_start_year,C_intercrop_start_season,C_intercrop_residues_fate,T_intercrop_subpractice_raw,T_intercrop_subpractice,T_intercrop_design,T_intercrop_pattern,T_intercrop_start_year,T_intercrop_start_season,T_intercrop_residues_fate,C_crop_seq_subpractice_raw,C_crop_seq_subpractice,C_crop_seq_start_year,C_crop_seq_start_season,C_crop_seq_residues_fate,T_crop_seq_subpractice_raw,T_crop_seq_subpractice,T_crop_seq_start_year,T_crop_seq_start_season,T_crop_seq_residues_fate,C_agrof_subpractice_raw,C_agrof_subpractice,C_agrof_shade_mean_min_max,C_agrof_canopy_height_mean_min_max,C_agrof_dhb_mean_min_max,T_agrof_subpractice_raw,T_agrof_subpractice,T_agrof_shade_mean_min_max,T_agrof_canopy_height_mean_min_max,T_agrof_dhb_mean_min_max,C_fert_subpractice_raw,C_fert_subpractice,C_fert_inorganic_category,C_fert_inorganic_type_amount_unit,C_fert_inorganicN_amount_unit,C_fert_inorganicP_amount_unit,C_fert_inorganicK_amount_unit,C_fert_inorganicP2O5_amount_unit,C_fert_inorganicK2O_amount_unit,C_fert_organic_category,C_fert_organic_type_amount_unit,C_fert_organicN_amount_unit,C_fert_organicP_amount_unit,C_fert_organicK_amount_unit,C_fert_organic_source,T_fert_subpractice_raw,T_fert_subpractice,T_fert_inorganic_category,T_fert_inorganic_type_amount_unit,T_fert_inorganicN_amount_unit,T_fert_inorganicP_amount_unit,T_fert_inorganicK_amount_unit,T_fert_inorganicP2O5_amount_unit,T_fert_inorganicK2O_amount_unit,T_fert_organic_category,T_fert_organic_type_amount_unit,T_fert_organicN_amount_unit,T_fert_organicP_amount_unit,T_fert_organicK_amount_unit,T_fert_organic_source,C_weed_method_raw,C_weed_method,C_weed_frequency_unit,T_weed_method_raw,T_weed_method,T_weed_frequency_unit,C_chem_subpractice_raw,C_chem_subpractice,C_chem_name_amount_unit,T_chem_subpractice_raw,T_chem_subpractice,T_chem_name_amount_unit,C_residues_subpractice_raw,C_residues_subpractice,C_residues_OC_amount_unit,C_residues_N_amount_unit,C_residues_P_amount_unit,C_residues_K_amount_unit,C_residues_tree,C_residues_material,C_residues_material_amount_unit,C_residues_material_source,C_residues_processing,T_residues_subpractice_raw,T_residues_subpractice,T_residues_OC_amount_unit,T_residues_N_amount_unit,T_residues_P_amount_unit,T_residues_K_amount_unit,T_residues_tree,T_residues_material,T_residues_material_amount_unit,T_residues_material_source,T_residues_processing,C_ph_subpractice_raw,C_ph_subpractice,C_ph_material_amount_unit,T_ph_subpractice_raw,T_ph_subpractice,T_ph_material_amount_unit,C_irrig_subpractice_raw,C_irrig_subpractice,C_irrig_method,C_irrig_date_start,C_irrig_date_end,C_irrig_water_amount_unit,C_irrig_water_type,T_irrig_subpractice_raw,T_irrig_subpractice,T_irrig_method,T_irrig_date_start,T_irrig_date_end,T_irrig_water_amount_unit,T_irrig_water_type,C_watharv_subpractice_raw,C_watharv_subpractice,T_watharv_subpractice_raw,T_watharv_subpractice,C_harvest_subpractice_raw,C_harvest_subpractice,C_harvest_date_start,C_harvest_date_end,C_harvest_days_after_planting,T_harvest_subpractice_raw,T_harvest_subpractice,T_harvest_date_start,T_harvest_date_end,T_harvest_days_after_planting,C_postharvest_subpractice_raw,C_postharvest_subpractice,C_postharvest_date_start,C_postharvest_date_end,C_postharvest_days_after_storage,T_postharvest_subpractice_raw,T_postharvest_subpractice,T_postharvest_date_start,T_postharvest_date_end,T_postharvest_days_after_storage,C_land_structure_subpractice_raw,C_land_structure_subpractice,C_land_structure_function,C_land_structure_origin,C_land_structure_manage,T_land_structure_subpractice_raw,T_land_structure_subpractice,T_land_structure_function,T_land_structure_origin,T_land_structure_manage,C_out_exp_design,C_out_exp_plot_size,T_out_exp_design,T_out_exp_plot_size,C_product,C_econ_inputs,T_product,T_econ_inputs,bio_func_group,bio_ground_ref,out_subindicator,out_indicator,out_subpillar,out_pillar,C_out_subindicator_unit,T_out_subindicator_unit,out_soil_depth_u,out_soil_depth_l,out_npv_discount_rate,out_npv_econ_period,out_wg_start,out_wg_start_unit,out_wg_days,C_out_value_metric,C_out_value,C_out_var_metric,C_out_var_value,C_out_var_value_l,C_out_var_value_u,C_out_sample_size,C_data_location,T_out_value_metric,T_out_value,T_out_var_metric,T_out_var_value,T_out_var_value_l,T_out_var_value_u,T_out_sample_size,T_data_location,out_comparison_id,pler_value,pler_var_value,ler_value_total,ler_var_value_total,ler_comparison_id,out_agg_stat,out_year,out_year_start,out_year_end,out_season_start,out_season_end
JS0232,1,Rennie,Beef-cattle productivity under traditional and improved management in Botswana,1977,Tropical Animal Health and Production,10.1007/bf02297380,Botswana,"East Central, Botswana",Farmer Managed,Region,No,Missing,-22.24,21.71,80000,21.71 -22.24 B80000,Botswana,"East Central, Botswana",Farmer Managed,Region,No,Missing,-22.24,21.71,80000,21.71 -22.24 B80000,Unspecified,NA,NA,NA,NA,NA,NA,Unspecified,Unspecified,,T1 Cattle Post,T2 Ranch,Grassland,Grassland,,,,,,,Cattle,Cattle(Tswana),NA,Cattle,Cattle(Tswana),NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tswana,Cattle(Tswana),Unimproved Breed,NA,NA,Tswana,Cattle(Tswana),Unimproved Breed,NA,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,NA,NA,,,,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approximately 30 small cattle posts were contacted with the objective of obtaining an average of two male calves of 7 months of age from each owner then weaned simultaneously subsequently reared under ranch conditions.,1005,Approximately 30 small cattle posts were contacted with the objective of obtaining an average of two male calves of 7 months of age from each owner then weaned simultaneously subsequently reared under ranch conditions.,1005,Cattle Meat,,Cattle Meat,,NA,NA,Weight Gain,,,Productivity,g/d/individual,g/d/individual,NA,NA,NA,NA,NA,NA,NA,Mean,565.238095238095,,NA,NA,NA,1,Table 3,Mean,836.190476190476,,NA,NA,NA,1,Table 3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
JS0232,2,Rennie,Beef-cattle productivity under traditional and improved management in Botswana,1977,Tropical Animal Health and Production,10.1007/bf02297380,Botswana,"East Central, Botswana",Farmer Managed,Region,No,Missing,-22.24,21.71,80000,21.71 -22.24 B80000,Botswana,"East Central, Botswana",Farmer Managed,Region,No,Missing,-22.24,21.71,80000,21.71 -22.24 B80000,Unspecified,NA,NA,NA,NA,NA,NA,Unspecified,Unspecified,,T1 Cattle Post,T2 Ranch,Grassland,Grassland,,,,,,,Cattle,Cattle(Tswana),NA,Cattle,Cattle(Tswana),NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tswana,Cattle(Tswana),Unimproved Breed,NA,NA,Tswana,Cattle(Tswana),Unimproved Breed,NA,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,NA,NA,,,,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approximately 30 small cattle posts were contacted with the objective of obtaining an average of two male calves of 7 months of age from each owner then weaned simultaneously subsequently reared under ranch conditions.,1005,Approximately 30 small cattle posts were contacted with the objective of obtaining an average of two male calves of 7 months of age from each owner then weaned simultaneously subsequently reared under ranch conditions.,1005,Cattle Meat,,Cattle Meat,,NA,NA,Weight Gain,,,Productivity,g/d/individual,g/d/individual,NA,NA,NA,NA,NA,NA,NA,Mean,689.52380952381,,NA,NA,NA,1,Table 3,Mean,885.714285714286,,NA,NA,NA,1,Table 3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
JS0232,3,Rennie,Beef-cattle productivity under traditional and improved management in Botswana,1977,Tropical Animal Health and Production,10.1007/bf02297380,Botswana,"South, Botswana",Farmer Managed,Region,No,Missing,-24.921,25.132,70000,25.132 -24.921 B70000,Botswana,"South, Botswana",Farmer Managed,Region,No,Missing,-24.921,25.132,70000,25.132 -24.921 B70000,Unspecified,NA,NA,NA,NA,NA,NA,Unspecified,Unspecified,,T1 Cattle Post,T2 Ranch,Grassland,Grassland,,,,,,,Cattle,Cattle(Tswana),NA,Cattle,Cattle(Tswana),NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tswana,Cattle(Tswana),Unimproved Breed,NA,NA,Tswana,Cattle(Tswana),Unimproved Breed,NA,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,NA,NA,,,,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approximately 30 small cattle posts were contacted with the objective of obtaining an average of two male calves of 7 months of age from each owner then weaned simultaneously subsequently reared under ranch conditions.,1005,Approximately 30 small cattle posts were contacted with the objective of obtaining an average of two male calves of 7 months of age from each owner then weaned simultaneously subsequently reared under ranch conditions.,1005,Cattle Meat,,Cattle Meat,,NA,NA,Weight Gain,,,Productivity,g/d/individual,g/d/individual,NA,NA,NA,NA,NA,NA,NA,Mean,501.428571428571,,NA,NA,NA,1,Table 3,Mean,828.095238095238,,NA,NA,NA,1,Table 3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
JS0232,4,Rennie,Beef-cattle productivity under traditional and improved management in Botswana,1977,Tropical Animal Health and Production,10.1007/bf02297380,Botswana,"South, Botswana",Farmer Managed,Region,No,Missing,-24.921,25.132,70000,25.132 -24.921 B70000,Botswana,"South, Botswana",Farmer Managed,Region,No,Missing,-24.921,25.132,70000,25.132 -24.921 B70000,Unspecified,NA,NA,NA,NA,NA,NA,Unspecified,Unspecified,,T1 Cattle Post,T2 Ranch,Grassland,Grassland,,,,,,,Cattle,Cattle(Tswana),NA,Cattle,Cattle(Tswana),NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tswana,Cattle(Tswana),Unimproved Breed,NA,NA,Tswana,Cattle(Tswana),Unimproved Breed,NA,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,NA,NA,,,,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approximately 30 small cattle posts were contacted with the objective of obtaining an average of two male calves of 7 months of age from each owner then weaned simultaneously subsequently reared under ranch conditions.,1005,Approximately 30 small cattle posts were contacted with the objective of obtaining an average of two male calves of 7 months of age from each owner then weaned simultaneously subsequently reared under ranch conditions.,1005,Cattle Meat,,Cattle Meat,,NA,NA,Weight Gain,,,Productivity,g/d/individual,g/d/individual,NA,NA,NA,NA,NA,NA,NA,Mean,617.619047619048,,NA,NA,NA,1,Table 3,Mean,905.238095238095,,NA,NA,NA,1,Table 3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
JS0232,5,Rennie,Beef-cattle productivity under traditional and improved management in Botswana,1977,Tropical Animal Health and Production,10.1007/bf02297380,Botswana,"West Central, Botswana",Farmer Managed,Region,No,Missing,-25.12,21.17,1e+05,21.17 -25.12 B1e+05,Botswana,"West Central, Botswana",Farmer Managed,Region,No,Missing,-25.12,21.17,1e+05,21.17 -25.12 B1e+05,Unspecified,NA,NA,NA,NA,NA,NA,Unspecified,Unspecified,,T1 Cattle Post,T2 Ranch,Grassland,Grassland,,,,,,,Cattle,Cattle(Tswana),NA,Cattle,Cattle(Tswana),NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tswana,Cattle(Tswana),Unimproved Breed,NA,NA,Tswana,Cattle(Tswana),Unimproved Breed,NA,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,NA,NA,,,,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Approximately 30 small cattle posts were contacted with the objective of obtaining an average of two male calves of 7 months of age from each owner then weaned simultaneously subsequently reared under ranch conditions.,1005,Approximately 30 small cattle posts were contacted with the objective of obtaining an average of two male calves of 7 months of age from each owner then weaned simultaneously subsequently reared under ranch conditions.,1005,Cattle Meat,,Cattle Meat,,NA,NA,Weight Gain,,,Productivity,g/d/individual,g/d/individual,NA,NA,NA,NA,NA,NA,NA,Mean,701.904761904762,,NA,NA,NA,1,Table 3,Mean,865.714285714286,,NA,NA,NA,1,Table 3,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
LM0227.2,6,Muia,"Effect of supplementing napier grass (Pennisetum purpureum) with sunflower meal or poultry litter-based concentrates on feed intake, live-weight changes and economics of milk production in Friesian cows",2000,Livestock Production Science,10.1016/s0301-6226(00)00192-5,Kenya,"KALRO, Naivasha",Researcher Managed & Research Facility,Facility,No,Missing,-0.7183,36.4298,300,36.4298 -0.7183 B300,Kenya,"KALRO, Naivasha",Researcher Managed & Research Facility,Facility,No,Missing,-0.7183,36.4298,300,36.4298 -0.7183 B300,Randomized Block Design,NA,NA,NA,NA,NA,NA,Unspecified,Unspecified,,T1,T2,Grassland,Grassland,,,,,,,Cattle,Cattle(Friesian),NA,Cattle,Cattle(Friesian),NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friesian,Cattle(Friesian),Improved Breeds,NA,NA,Friesian,Cattle(Friesian),Improved Breeds,NA,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,NA,NA,,,,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,Base,Animal (Antiparasitic)..Animal (Acaricide),unspecified antiparasitic(Unspecified[Unspecified])..unspecified acaricide(12[Unspecified]),Base,Animal (Antiparasitic)..Animal (Acaricide),unspecified antiparasitic(Unspecified[Unspecified])..unspecified acaricide(12[Unspecified]),,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48 cows blocked into 2 groups; 16 cows in 1st lactation (L) & 32 cows w/ 2-5 Ls. Each group was subdivided based on LW & days in milk to 4 groups of 4 (for 1st L)& 8 (for those in later L); treatments randomly allocated to 4 subgroups w/in each group,12,48 cows blocked into 2 groups; 16 cows in 1st lactation (L) & 32 cows w/ 2-5 Ls. Each group was subdivided based on LW & days in milk to 4 groups of 4 (for 1st L)& 8 (for those in later L); treatments randomly allocated to 4 subgroups w/in each group,12,Cattle Meat,Fertilizer,Cattle Meat,,NA,NA,Variable Cost,,,Productivity,Ksh/kg milk,Ksh/kg milk,NA,NA,NA,NA,NA,NA,NA,Mean,2.09,,NA,NA,NA,1,Table 4,Mean,1.78,,NA,NA,NA,1,Table 4,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
LM0227.2,7,Muia,"Effect of supplementing napier grass (Pennisetum purpureum) with sunflower meal or poultry litter-based concentrates on feed intake, live-weight changes and economics of milk production in Friesian cows",2000,Livestock Production Science,10.1016/s0301-6226(00)00192-5,Kenya,"KALRO, Naivasha",Researcher Managed & Research Facility,Facility,No,Missing,-0.7183,36.4298,300,36.4298 -0.7183 B300,Kenya,"KALRO, Naivasha",Researcher Managed & Research Facility,Facility,No,Missing,-0.7183,36.4298,300,36.4298 -0.7183 B300,Randomized Block Design,NA,NA,NA,NA,NA,NA,Unspecified,Unspecified,,T1,T3,Grassland,Grassland,,,,,,,Cattle,Cattle(Friesian),NA,Cattle,Cattle(Friesian),NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friesian,Cattle(Friesian),Improved Breeds,NA,NA,Friesian,Cattle(Friesian),Improved Breeds,NA,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,NA,NA,,,,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,Base,Animal (Antiparasitic)..Animal (Acaricide),unspecified antiparasitic(Unspecified[Unspecified])..unspecified acaricide(12[Unspecified]),Base,Animal (Antiparasitic)..Animal (Acaricide),unspecified antiparasitic(Unspecified[Unspecified])..unspecified acaricide(12[Unspecified]),,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48 cows blocked into 2 groups; 16 cows in 1st lactation (L) & 32 cows w/ 2-5 Ls. Each group was subdivided based on LW & days in milk to 4 groups of 4 (for 1st L)& 8 (for those in later L); treatments randomly allocated to 4 subgroups w/in each group,12,48 cows blocked into 2 groups; 16 cows in 1st lactation (L) & 32 cows w/ 2-5 Ls. Each group was subdivided based on LW & days in milk to 4 groups of 4 (for 1st L)& 8 (for those in later L); treatments randomly allocated to 4 subgroups w/in each group,12,Cattle Meat,Fertilizer,Cattle Meat,,NA,NA,Variable Cost,,,Productivity,Ksh/kg milk,Ksh/kg milk,NA,NA,NA,NA,NA,NA,NA,Mean,2.09,,NA,NA,NA,1,Table 4,Mean,1.35,,NA,NA,NA,1,Table 4,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
LM0227.2,8,Muia,"Effect of supplementing napier grass (Pennisetum purpureum) with sunflower meal or poultry litter-based concentrates on feed intake, live-weight changes and economics of milk production in Friesian cows",2000,Livestock Production Science,10.1016/s0301-6226(00)00192-5,Kenya,"KALRO, Naivasha",Researcher Managed & Research Facility,Facility,No,Missing,-0.7183,36.4298,300,36.4298 -0.7183 B300,Kenya,"KALRO, Naivasha",Researcher Managed & Research Facility,Facility,No,Missing,-0.7183,36.4298,300,36.4298 -0.7183 B300,Randomized Block Design,NA,NA,NA,NA,NA,NA,Unspecified,Unspecified,,T1,T4,Grassland,Grassland,,,,,,,Cattle,Cattle(Friesian),NA,Cattle,Cattle(Friesian),NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friesian,Cattle(Friesian),Improved Breeds,NA,NA,Friesian,Cattle(Friesian),Improved Breeds,NA,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,NA,NA,,,,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,Base,Animal (Antiparasitic)..Animal (Acaricide),unspecified antiparasitic(Unspecified[Unspecified])..unspecified acaricide(12[Unspecified]),Base,Animal (Antiparasitic)..Animal (Acaricide),unspecified antiparasitic(Unspecified[Unspecified])..unspecified acaricide(12[Unspecified]),,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48 cows blocked into 2 groups; 16 cows in 1st lactation (L) & 32 cows w/ 2-5 Ls. Each group was subdivided based on LW & days in milk to 4 groups of 4 (for 1st L)& 8 (for those in later L); treatments randomly allocated to 4 subgroups w/in each group,12,48 cows blocked into 2 groups; 16 cows in 1st lactation (L) & 32 cows w/ 2-5 Ls. Each group was subdivided based on LW & days in milk to 4 groups of 4 (for 1st L)& 8 (for those in later L); treatments randomly allocated to 4 subgroups w/in each group,12,Cattle Meat,Fertilizer,Cattle Meat,,NA,NA,Variable Cost,,,Productivity,Ksh/kg milk,Ksh/kg milk,NA,NA,NA,NA,NA,NA,NA,Mean,2.09,,NA,NA,NA,1,Table 4,Mean,0.93,,NA,NA,NA,1,Table 4,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
NN0165,9,Greyling,Comparative milk production potential of Indigenous and Boer goats under two feeding systems in South Africa,2004,Small Ruminant Research,10.1016/j.smallrumres.2003.11.014,South Africa,"University of the Free State, Bloemfontein",Unspecified,Unspecified,No,Missing,-29.1036,26.1759,500,26.1759 -29.1036 B500,South Africa,"University of the Free State, Bloemfontein",Unspecified,Unspecified,No,Missing,-29.1036,26.1759,500,26.1759 -29.1036 B500,Unspecified,NA,NA,NA,NA,NA,NA,Unspecified,Unspecified,,Intensive Indigenous,Intensive Boer,Grassland,Grassland,,,,,,,Goat,Goat(South African Indigenous Goat),NA,Goat,Goat(Boer),NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South African,Goat(South African Indigenous Goat),Unimproved Breed,,NA,Boer,Goat(Boer),Improved Breeds,NA,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,NA,NA,,,,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,Base,Unspecified (if pesticide org or inorg was applied),fentocin(1[ml AI]),Base,Unspecified (if pesticide org or inorg was applied),fentocin(1[ml AI]),,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36 multiparous, lactating does with singleton lambs sub-divided to 4 groups, i.e. 18 (2 × 9) Boer and 18 (2 × 9) Indigenous does. Two groups intensive feeding and housed; two groups extensive feeding. 14 days adaptation",9,"36 multiparous, lactating does with singleton lambs sub-divided to 4 groups, i.e. 18 (2 × 9) Boer and 18 (2 × 9) Indigenous does. Two groups intensive feeding and housed; two groups extensive feeding. 14 days adaptation",9,Goat Milk,,Goat Milk,,NA,NA,Milk Yield,,,Productivity,,,NA,NA,NA,NA,NA,NA,NA,Mean,1.4,SD (Standard Deviation),1.4,NA,NA,9,Table 1,Mean,3.1,SD (Standard Deviation),1.5,NA,NA,9,Table 1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
NN0165,10,Greyling,Comparative milk production potential of Indigenous and Boer goats under two feeding systems in South Africa,2004,Small Ruminant Research,10.1016/j.smallrumres.2003.11.014,South Africa,"University of the Free State, Bloemfontein",Unspecified,Unspecified,No,Missing,-29.1036,26.1759,500,26.1759 -29.1036 B500,South Africa,"University of the Free State, Bloemfontein",Unspecified,Unspecified,No,Missing,-29.1036,26.1759,500,26.1759 -29.1036 B500,Unspecified,NA,NA,NA,NA,NA,NA,Unspecified,Unspecified,,Intensive Indigenous,Extensive Boer,Grassland,Grassland,,,,,,,Goat,Goat(South African Indigenous Goat),NA,Goat,Goat(Boer),NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South African,Goat(South African Indigenous Goat),Unimproved Breed,,NA,Boer,Goat(Boer),Improved Breeds,NA,NA,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,NA,NA,,,,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,Base,Unspecified (if pesticide org or inorg was applied),fentocin(1[ml AI]),Base,Unspecified (if pesticide org or inorg was applied),fentocin(1[ml AI]),,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,NA,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36 multiparous, lactating does with singleton lambs sub-divided to 4 groups, i.e. 18 (2 × 9) Boer and 18 (2 × 9) Indigenous does. Two groups intensive feeding and housed; two groups extensive feeding. 14 days adaptation",9,"36 multiparous, lactating does with singleton lambs sub-divided to 4 groups, i.e. 18 (2 × 9) Boer and 18 (2 × 9) Indigenous does. Two groups intensive feeding and housed; two groups extensive feeding. 14 days adaptation",9,Goat Milk,,Goat Milk,,NA,NA,Milk Yield,,,Productivity,,,NA,NA,NA,NA,NA,NA,NA,Mean,1.4,SD (Standard Deviation),1.4,NA,NA,9,Table 1,Mean,0.8,SD (Standard Deviation),0.7,NA,NA,9,Table 1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA
